House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
41,Winchester Road,Iain,Clark,5,Son,NA,Male,Student,None,NA
42,Winchester Road,Elliot,Stone,56,Head,Divorced,Male,"Therapist, art",None,Catholic
43,Winchester Road,Paula,Spencer,52,Head,Married,Female,Tour manager,None,None
43,Winchester Road,Martyn,Spencer,54,Husband,Married,Male,Agricultural engineer,None,None
43,Winchester Road,Jay,Spencer,13,Son,NA,Male,Student,None,NA
43,Winchester Road,Roy,Collins,9,Son,NA,Male,Student,None,NA
43,Winchester Road,Leonard,Collins,8,Son,NA,Male,Student,None,NA
44,Winchester Road,Lewis,Smith,60,Head,Single,Male,Games developer,None,Christian
44,Winchester Road,Ronald,Owen,59,None,Single,Male,"Programme researcher, broadcasting/film/video",None,Christian
44,Winchester Road,Lisa,Bryant,49,None,Single,Female,"Scientist, physiological",None,Christian
45,Winchester Road,Lisa,Turner,59,Head,Married,Female,"Surveyor, building control",None,Christian
45,Winchester Road,Gordon,Turner,63,Husband,Married,Male,"Teacher, music",None,Christian
45,Winchester Road,Amanda,Turner,23,Daughter,Single,Female,Dietitian,None,None
45,Winchester Road,Jason,Turner,20,Son,Single,Male,University Student,None,None
45,Winchester Road,Toby,Turner,19,Son,Single,Male,University Student,None,None
46,Winchester Road,Leslie,Clarke,36,Head,Single,Male,Unemployed,None,Catholic
46,Winchester Road,Aimee,Davies,54,None,Single,Female,Retail manager,None,Christian
47,Winchester Road,Leigh,Clark,56,Head,Single,Male,"Designer, exhibition/display",None,Christian
48,Winchester Road,Andrea,Watkins,34,Head,Divorced,Female,Unemployed,None,None
48,Winchester Road,Gordon,Watkins,13,Son,NA,Male,Student,None,NA
49,Winchester Road,Laura,Moran,48,Head,Married,Female,Clinical biochemist,None,None
49,Winchester Road,Marc,Moran,50,Husband,Married,Male,Environmental education officer,None,None
49,Winchester Road,Jamie,Moran,17,Son,NA,Male,Student,None,NA
50,Winchester Road,Melissa,Finch,54,Head,Single,Female,"Teacher, English as a foreign language",None,Christian
50,Winchester Road,Trevor,Lee,55,Partner,Single,Male,Firefighter,None,Christian
50,Winchester Road,Nathan,Finch,10,Son,NA,Male,Student,None,NA
51,Winchester Road,Timothy,Jones,72,Head,Widowed,Male,"Retired Radiographer, therapeutic",None,Christian
52,Winchester Road,Neil,Wilkinson,74,Head,Married,Male,"Retired Surveyor, hydrographic",None,Catholic
52,Winchester Road,Gail,Wilkinson,71,Wife,Married,Female,Retired Community pharmacist,None,None
52,Winchester Road,Damien,Dunn,7,Grandson,NA,Male,Student,None,NA
53,Winchester Road,Caroline,Booth,34,Head,Divorced,Female,Fisheries officer,None,Christian
53,Winchester Road,Amelia,Whitehouse-Booth,11,Daughter,NA,Female,Student,None,NA
54,Winchester Road,Lauren,West,57,Head,Single,Female,"Development worker, community",None,Jewish
55,Winchester Road,Sheila,Taylor,55,Head,Single,Female,Lawyer,None,Christian
55,Winchester Road,Jeremy,Smith,55,Partner,Single,Male,Audiological scientist,None,Christian
56,Winchester Road,Lindsey,Barton-Jenkins,48,Head,Married,Female,"Scientist, product/process development",None,Catholic
56,Winchester Road,Robert,Barton-Jenkins,48,Husband,Married,Male,"Geologist, engineering",None,Catholic
56,Winchester Road,Ross,Barton-Jenkins,21,Son,Single,Male,University Student,None,Catholic
56,Winchester Road,Patrick,Barton-Jenkins,20,Son,Single,Male,University Student,None,Catholic
56,Winchester Road,Damien,Barton-Jenkins,16,Son,NA,Male,Student,None,NA
57,Winchester Road,Alexandra,Miller,29,Head,Married,Female,Catering manager,None,None
57,Winchester Road,Guy,Miller,31,Husband,Married,Male,"Engineer, electrical",None,None
57,Winchester Road,Andrea,Baldwin,2,Daughter,NA,Female,Child,None,NA
57,Winchester Road,Caroline,Jones,48,Visitor,Single,Female,Unemployed,None,Christian
58,Winchester Road,Mandy,Ali,38,Head,Single,FEMALE,Translator,None,Methodist
58,Winchester Road,Angela,Ali,10,Daughter,NA,Female,Student,None,NA
58,Winchester Road,Mathew,Ali,6,Son,NA,Male,Student,None,NA
58,Winchester Road,Tina,Ali,2,Daughter,NA,Female,Child,None,NA
58,Winchester Road,Samuel,Ali,0,Son,NA,Male,Child,None,NA
59,Winchester Road,Elizabeth,Moore,45,Head,Married,Female,"Designer, jewellery",None,Catholic
59,Winchester Road,Dennis,Moore,47,Husband,Married,Male,Accounting technician,None,Catholic
59,Winchester Road,Howard,Moore,10,Son,NA,Male,Student,None,NA
60,Winchester Road,Debra,Patterson,34,Head,Married,Female,Unemployed,None,None
60,Winchester Road,Kyle,Patterson,32,Husband,Married,Male,Unemployed,None,None
60,Winchester Road,Donna,Patterson,15,Daughter,NA,Female,Student,None,NA
1,Hope Trace,Leonard,Elliott,28,Head,Single,Male,Soil scientist,None,None
2,Hope Trace,Lewis,Gray,69,Head,Widowed,Male,"Retired Surveyor, building control",None,Christian
3,Hope Trace,Shirley,Roberts,84,Head,Widowed,Female,Unemployed,None,None
4,Hope Trace,Christian,Walker,59,Head,Single,Male,Adult guidance worker,None,Catholic
5,Hope Trace,Samantha,Griffin,39,Head,Single,Female,"Geologist, engineering",None,Methodist
5,Hope Trace,Douglas,Bradley,37,None,Single,Male,Early years teacher,None,Christian
6,Hope Trace,Owen,Hargreaves,23,Head,Single,Male,Press photographer,None,Muslim
6,Hope Trace,Joyce,Hill,34,None,Single,Female,"Conservator, museum/gallery",None,None
6,Hope Trace,Joanna,Hudson,42,None,Single,Female,Theatre stage manager,None,None
6,Hope Trace,Louis,Finch,27,None,Single,Male,Sales promotion account executive,None,Muslim
7,Hope Trace,Bethany,Bell,37,Head,Divorced,Female,Unemployed,None,None
7,Hope Trace,Carly,Bell,7,Daughter,NA,Female,Student,None,NA
7,Hope Trace,Howard,Bell,3,Son,NA,Male,Child, ,NA
8,Hope Trace,Sam,Williams,47,Head,Widowed,MALE,Early years teacher,None,Catholic
9,Hope Trace,Stephanie,Grant,92,Head,Widowed,Female,Retired Mechanical engineer,None,Catholic
10,Hope Trace,Dean,Walker,32,Head,Single,Male,"Psychologist, forensic",None,None
10,Hope Trace,Kirsty,Bailey,28,Partner,Single,Female,Government social research officer,None,None
11,Hope Trace,Grace,Chapman,37,Head,Single,FEMALE,Hydrogeologist,None,None
12,Hope Trace,Elizabeth,Daly,73,Head,Married,Female,Retired Brewing technologist,None,Christian
12,Hope Trace,Nigel,Daly,71,Husband,Married,Male,Retired Environmental consultant,None,None
13,Hope Trace,Kelly,Ward,68,Head,Married,Female,Retired Field trials officer,None,Christian
13,Hope Trace,Martin,Ward,69,Husband,Married,Male,Retired Psychiatrist,None,Christian
14,Hope Trace,Ruth,McDonald,27,Head,Single,Female,"Therapist, nutritional",None,Methodist
15,Hope Trace,Eric,Barnes,61,Head,Single,Male,Catering manager,None,Christian
16,Hope Trace,Jill,Richards,48,Head,Married,Female,Paramedic,None,Christian
16,Hope Trace,David,Richards,48,Husband,Married,Male,Unemployed,None,None
16,Hope Trace,Harry,Kirk,15,Son,NA,Male,Student,Unknown Infection,NA
17,Hope Trace,Nathan,Jones,73,Head,Divorced,Male,Retired Trade mark attorney,None,Christian
18,Hope Trace,Brandon,Watkins,22,Head,Single,Male,University Student,None,None
19,Hope Trace,Graham,Williams,29,Head,Divorced,Male,Scientific laboratory technician,None,None
19,Hope Trace,Dylan,Williams,1,Son,NA,Male,Child,None,NA
19,Hope Trace,Josh,Gray,64,Lodger,Single,Male,Patent examiner,None,Christian
20,Hope Trace,Maureen,Taylor,40,Head,Single,Female,Unemployed,None,Christian
21,Hope Trace,Jennifer,Marsden,67,Head,Divorced,Female,Unemployed,None,Christian
21,Hope Trace,Kayleigh,Marsden,36,Daughter,Divorced,Female,Pensions consultant,None,Christian
21,Hope Trace,Adam,Marsden,33,Adopted Son,Single,Male,"Exhibitions officer, museum/gallery",None,None
22,Hope Trace,Stanley,Green,64,Head,Single,Male,Bookseller,None,None
23,Hope Trace,Peter,Williams,77,Head,Widowed,Male,Retired Database administrator,None,Christian
23,Hope Trace,Daniel,Williams,48,Son,Divorced,Male,Clinical research associate,None,None
23,Hope Trace,Rhys,Williams,44,Son,Single,Male,Primary school teacher,None,Christian
24,Hope Trace,Chelsea,Jones,65,Head,Widowed,Female,"Surveyor, planning and development",None,None
25,Hope Trace,Charlotte,Smith,75,Head,Divorced,Female,Retired Broadcast journalist,None,Catholic
26,Hope Trace,Ashley,Jordan,74,Head,Widowed,Male,Retired Brewing technologist,None,Christian
27,Hope Trace,Samuel,Holt,73,Head,Divorced,Male,Retired Animal technologist,None,Catholic
28,Hope Trace,Ben,Richardson,42,Head,Married,Male,Manufacturing engineer,None,Muslim
28,Hope Trace,Marian,Richardson,42,Wife,Married,F,"Designer, ceramics/pottery",None,Muslim
28,Hope Trace,Brandon,Lewis,47,Lodger,Single,Male,"Engineer, maintenance (IT)",None,None
29,Hope Trace,Valerie,Wilson,89,Head,Widowed,Female,Retired Public relations officer,None,None
30,Hope Trace,Hazel,Boyle,57,Head,Single,Female,Professor Emeritus,None,None
31,Hope Trace,Geraldine,Ellis,22,Head,Single,Female,University Student,None,Catholic
32,Hope Trace,Ronald,Butler,77,Head,Single,Male,Retired Adult guidance worker,None,Catholic
33,Hope Trace,Denise,Robinson,73,Head,Divorced,Female,Retired Quarry manager,None,Christian
34,Hope Trace,Gareth,Powell,69,Head,Widowed,Male,"Retired Designer, multimedia",None,Christian
35,Hope Trace,Mandy,Davidson,81,Head,Married,Female,"Retired Engineer, building services",None,None
35,Hope Trace,Ashley,Davidson,82,Husband,Married,Male,Retired Contractor,None,None
36,Hope Trace,Lucy,Jennings,36,Head,Married,Female,Ergonomist,None,Catholic
36,Hope Trace,Max,Jennings,32,Husband,Married,Male,"Surveyor, hydrographic",None,Catholic
36,Hope Trace,Jade,Jennings,2,Daughter,NA,Female,Child,None,NA
36,Hope Trace,Damian,Jennings,0,Son,NA,Male,Child,None,NA
1,Quayside Drive,Karen,Edwards,75,Head,Divorced,Female,Retired Manufacturing systems engineer,None,None
2,Quayside Drive,Caroline,McLean,65,Head,Single,Female,Adult guidance worker,None,None
3,Quayside Drive,Nigel,Macdonald,57,Head,Single,Male,Youth worker,None,Methodist
4,Quayside Drive,Emily,Collins,33,Head,Married,Female,"Scientist, biomedical",None,Christian
4,Quayside Drive,Lawrence,Collins,34,Husband,Married,Male,Local government officer,None,None
4,Quayside Drive,Declan,Collins,1,Son,NA,Male,Child,None,NA
4,Quayside Drive,Jasmine,Wright,59,Sibling,Single,Female,Immigration officer,None,Christian
4,Quayside Drive,Ronald,Evans,18,Lodger,Divorced,Male,Student,None,NA
5,Quayside Drive,Tina,Hall,40,Head,Single,Female,"Psychologist, educational",None,None
5,Quayside Drive,Lisa,Hill,38,None,Single,Female,Tree surgeon,None,None
6,Quayside Drive,Mary,Duffy,52,Head,Single,Female,"Geologist, wellsite",None,Muslim
6,Quayside Drive,Gregory,Dodd,53,Partner,Single,Male,"Scientist, product/process development",None,Muslim
1,Foster Road,Janet,Evans,84,Head,Married,Female,Retired Podiatrist,None,Methodist
1,Foster Road,Gregory,Evans,86,Husband,Married,Male,Retired Dentist,None,Methodist
2,Foster Road,Frances,Ali,36,Head,Divorced,Female,Animator,None,Christian
2,Foster Road,Phillip,Riley,29,Lodger,Single,Male,"Merchandiser, retail",None,Methodist
3,Foster Road,Mathew,Watts,43,Head,Single,Male,Adult guidance worker,None,Catholic
3,Foster Road,Peter,Wright-Watts,16,Nephew,NA,Male,Student,None,NA
4,Foster Road,Diana,Kirby,54,Head,Divorced,Female,Unemployed,None,None
4,Foster Road,Megan,Kirby,1,Daughter,NA,Female,Child,None,NA
5,Foster Road,Jacob,May,64,Head,Single,Male,Unemployed,None,None
5,Foster Road,Lynn,May,39,Daughter,Single,Female,"Designer, graphic",None,None
6,Foster Road,Frank,Kelly,74,Head,Married,Male,Retired Metallurgist,None,Christian
6,Foster Road,Sian,Kelly,74,Wife,Married,Female,Retired Academic librarian,None,Christian
7,Foster Road,Hazel,Nicholls,20,Head,Single,Female,University Student,None,None
7,Foster Road,Brian,Dennis,23,Partner,Single,Male,Unemployed,None,None
8,Foster Road,James,Thomas,83,Head,Widowed,Male,"Retired Engineer, civil (consulting)",None,Christian
9,Foster Road,Paula,Curtis,51,Head,Single,Female,Unemployed,None,Christian
9,Foster Road,Derek,Baker,51,Partner,Single,Male,Biomedical engineer,None,Christian
9,Foster Road,Lucy,Curtis,28,Daughter,Single,Female,Claims inspector/assessor,None,Christian
9,Foster Road,Sophie,Curtis,26,Daughter,Single,Female,Conference centre manager,None,Christian
9,Foster Road,Annette,Curtis,3,Daughter,NA,Female,Child,None,NA
10,Foster Road,Sally,Connor,76,Head,Widowed,Female,Retired Animal nutritionist,None,Christian
10,Foster Road,Claire,Connor,15,Granddaughter,NA,Female,Student,None,NA
10,Foster Road,Joel,Connor,15,Grandson,NA,Male,Student,None,NA
11,Foster Road,Marian,Gould,47,Head,Single,Female,"Engineer, broadcasting (operations)",None,Christian
12,Foster Road,Chloe,Gill,71,Head,Widowed,Female,Retired Warden/ranger,None,Christian
1,McCarthy Street,Sean,Walters-Woodward,69,Head,Married,Male,"Retired Programme researcher, broadcasting/film/video",None,Christian
1,McCarthy Street,Linda,Walters-Woodward,67,Wife,Married,Female,Artist,None,Christian
1,McCarthy Street,Nicholas,Walters-Woodward,33,Son,Single,Male,"Surveyor, minerals",None,Christian
1,McCarthy Street,Diana,Smith-Walters-Woodward,32,Daughter,Single,Female,Engineering geologist,None,Christian
1,McCarthy Street,Kate,Smith-Walters-Woodward,29,Daughter,Divorced,Female,Clinical molecular geneticist,None,None
2,McCarthy Street,Barbara,Walker,39,Head,Divorced,Female,Equality and diversity officer,None,None
2,McCarthy Street,Zoe,Walker,6,Daughter,NA,Female,Student,None,NA
2,McCarthy Street,Mary,Walker,6,Daughter,NA,Female,Student,None,NA
2,McCarthy Street,Debra,Walker,2,Daughter,NA,Female,Child,None,NA
2,McCarthy Street,Jeffrey,Walker,2,Son,NA,Male,Child,None,NA
3,McCarthy Street,Anne,Lyons,69,Head,Widowed,Female,Retired Architect,None,None
3,McCarthy Street,Grace,Lyons,39,Daughter,Single,Female,"Therapist, nutritional",None,None
3,McCarthy Street,Jane,Lyons,35,Daughter,Single,Female,Exercise physiologist,None,None
3,McCarthy Street,Caroline,Lyons,30,Daughter,Single,Female,Bonds trader,None,None
3,McCarthy Street,Bryan,Lyons,28,Son,Divorced,Male,"Teacher, English as a foreign language",None,None
4,McCarthy Street,Terence,Bell,52,Head,Single,Male,"Buyer, industrial",None,Catholic
4,McCarthy Street,Geraldine,Johnson,51,Partner,Single,Female,"Solicitor, Scotland",None,Catholic
4,McCarthy Street,Callum,Bell,22,Son,Single,Male,University Student,None,None
4,McCarthy Street,Patricia,Bell,20,Daughter,Divorced,Female,University Student,None,Catholic
4,McCarthy Street,Carly,Bell,16,Daughter,NA,Female,Student,None,NA
5,McCarthy Street,Leah,Smith,72,Head,Single,Female,Retired Herpetologist,None,Christian
5,McCarthy Street,Oliver,Perry,75,Partner,Single,Male,"Retired Nurse, learning disability",None,Christian
5,McCarthy Street,Duncan,Smith,38,Son,Single,Male,Community education officer,None,None
5,McCarthy Street,Geraldine,Jones-Smith,35,Daughter,Divorced,Female,Exhibition designer,None,Christian
5,McCarthy Street,Linda,Jones-Smith,29,Daughter,Single,Female,"Nurse, learning disability",None,None
5,McCarthy Street,John,Jones-Smith,26,Son,Single,Male,Data processing manager,None,Christian
5,McCarthy Street,Patrick,Jones-Smith,22,Son,Single,Male,University Student,None,Christian
5,McCarthy Street,Barry,Jones-Smith,18,Son,Single,Male,Student,None,Christian
5,McCarthy Street,Luke,Jones-Smith,18,Son,Single,Male,Student,None,Christian
5,McCarthy Street,Kayleigh,Owen-Jones-Smith,17,Daughter,NA,Female,Student,None,NA
5,McCarthy Street,Megan,Owen-Jones-Smith,15,Daughter,NA,Female,Student,None,NA
5,McCarthy Street,Jeffrey,Owen-Jones-Smith,14,Son,NA,Male,Student,None,NA
6,McCarthy Street,Elizabeth,Clark,38,Head,Divorced,Female,Unemployed,None,None
6,McCarthy Street,Amelia,Clark,8,Daughter,NA,Female,Student,None,NA
6,McCarthy Street,Eleanor,Clark,4,Daughter,NA,Female,Child,None,NA
6,McCarthy Street,Valerie,Clark,2,Daughter,NA,Female,Child,None,NA
6,McCarthy Street,Jake,Clark,0,Son,NA,Male,Child,None,NA
7,McCarthy Street,Paul,White,48,Head,Divorced,Male,Unemployed,None,Methodist
7,McCarthy Street,Frederick,White,19,Son,Divorced,Male,University Student,None,Methodist
7,McCarthy Street,Sara,White,18,Daughter,Divorced,Female,Student,None,Methodist
7,McCarthy Street,Duncan,White,16,Son,NA,Male,Student,None,NA
7,McCarthy Street,Andrea,White,11,Daughter,NA,Female,Student,None,NA
8,McCarthy Street,Annette,Yates,22,Head,Single,Female,University Student,None,None
9,McCarthy Street,Phillip,Bentley,38,Head,Single,Male,Unemployed,None,None
9,McCarthy Street,Vincent,Bentley,14,Son,NA,Male,Student,None,NA
9,McCarthy Street,Cheryl,Bentley,12,Daughter,NA,Female,Student,None,NA
9,McCarthy Street,Simon,Bentley,11,Son,NA,Male,Student,None,NA
9,McCarthy Street,Jodie,Bentley,9,Daughter,NA,Female,Student,None,NA
10,McCarthy Street,Rosie,Hughes,23,Head,Single,Female,"Engineer, electronics",None,None
10,McCarthy Street,Frank,Hughes,21,Partner,Single,Male,University Student,None,None
10,McCarthy Street,Charles,Hughes,3,Son,NA,Male,Child,None,NA
11,McCarthy Street,Joanna,Gough,64,Head,Married,Female,Site engineer,None,None
11,McCarthy Street,Clive,Gough,67,Husband,Married,Male,Proofreader,None,None
11,McCarthy Street,Jeremy,Gough,32,Son,Divorced,Male,"Buyer, industrial",None,None
11,McCarthy Street,Rhys,Gough,27,Son,Single,Male,"Surveyor, mining",None,None
11,McCarthy Street,Reece,Gough,25,Son,Single,Male,Unemployed,None,None
11,McCarthy Street,Patrick,Gough,25,Son,Single,Male,Glass blower/designer,None,None
11,McCarthy Street,Nathan,Gough,22,Son,Single,Male,University Student,None,None
11,McCarthy Street,Irene,Gough,19,Daughter,Single,Female,Chief Technology Officer,None,None
